id,date,time,user_raw,venue_raw,venue_norm,purpose,headcount,amount,per_person,method,year_month,hour,flags
2025-12-30-224d74,2025-12-23,11:18:16,복지건설위원장,동강오리,동강오리,현안 관련 유관기관 관계자 간담회,9,285000,31666.666666666668,카드,2025-12,11,
2025-12-31-274be5,2025-12-23,13:08:29,행정기획위원장,갈비명가이상답십리,갈비명가이상답십리,민원 및 현안 관련 유관단체 관계자 간담회,15,480000,32000,카드,2025-12,13,
2025-12-32-d60b9c,2025-12-23,13:40:06,부의장,오뚝식당,오뚝식당,지역현안 관련 유관기관 관계자 간담회,19,250000,13157.894736842105,카드,2025-12,13,
2025-12-33-f3c593,2025-12-23,18:04:50,의장,박가네 고깃관,박가네고깃관,민원 및 현안 관련 유관단체 관계자 간담회,15,284000,18933.333333333332,카드,2025-12,18,
2025-12-34-c4b60e,2025-12-24,12:20:17,복지건설위원장,고기여행,고기여행,현안업무 추진 사무국 직원 격려 간담회,11,167000,15181.818181818182,카드,2025-12,12,
2025-12-35-cfe730,2025-12-24,12:28:06,복지건설위원장,카페 상상,카페상상,현안 관련 관계자 간담회,6,19600,3266.6666666666665,카드,2025-12,12,
2025-12-36-0b2585,2025-12-24,12:28:27,행정기획위원장,경북칼국수,경북칼국수,현안 관련 관계자 간담회,3,41000,13666.666666666666,카드,2025-12,12,
2025-12-37-62c940,2025-12-24,19:30:56,행정기획위원장,가마치통닭 장안휘경,가마치통닭장안휘경,현안 관련 관계자 간담회,22,275500,12522.727272727272,카드,2025-12,19,
2025-12-38-f93d5c,2025-12-24,20:35:47,의장,더벤티 장한평역점,더벤티장한평역점,민원 및 현안 관련 관계자 간담회,5,13500,2700,카드,2025-12,20,
2025-12-39-6f2a66,2025-12-24,21:38:15,의장,일번지푸드(주),일번지푸드(주),현안 관련 관계자 간담회,9,190000,21111.11111111111,카드,2025-12,21,
2025-12-40-f70353,2025-12-26,15:51:08,부의장,역전숯불바베큐,역전숯불바베큐,현안 관련 관계자 간담회,,120000,,카드,2025-12,15,headcount_missing
2025-12-41-71ef55,2025-12-26,15:53:00,부의장,역전숯불바베큐,역전숯불바베큐,,6,1000,166.66666666666666,카드,2025-12,15,purpose_corrupt
2025-12-42-5ac295,2025-12-26,17:12:56,부의장,솔낭구,솔낭구,현안 관련 유관기관 관계자 간담회,15,358000,23866.666666666668,카드,2025-12,17,
2025-12-43-407ca5,2025-12-26,19:39:01,행정기획위원장,대왕도숯불갈비,대왕도숯불갈비,현안 관련 관계자 간담회,10,202000,20200,카드,2025-12,19,
2026-01-1-d185a3,2026-01-02,11:35:16,의장,나누리 흑염소 전문,나누리흑염소전문,민원 및 현안 관련 유관단체 관계자 간담회,5,118200,23640,카드,2026-01,11,
2026-01-2-7b4345,2026-01-02,12:38:07,복지건설위원장,동강오리,동강오리,민원 및 현안 관련 유관기관 관계자 간담회,2,35000,17500,카드,2026-01,12,
2026-01-3-6b10d1,2026-01-02,19:13:38,복지건설위원장,흥부골숯불돼지갈비,흥부골숯불돼지갈비,민원 및 현안 관련 유관기관 관계자 간담회,5,158000,31600,카드,2026-01,19,
2026-01-4-70a3ba,2026-01-05,13:02:22,의장,북배산흑염소요리,북배산흑염소요리,민원 및 현안 관련 유관단체 관계자 간담회,4,125000,31250,카드,2026-01,13,
2026-01-5-131910,2026-01-05,18:30:26,의장,솔낭구,솔낭구,민원 및 현안 관련 관계자 간담회,9,282000,31333.333333333332,카드,2026-01,18,
2026-01-6-de3ee8,2026-01-05,13:28:57,운영위원장,용두동쭈꾸미,용두동쭈꾸미,민원 및 현안 관련 유관단체 관계자 간담회,4,90000,22500,카드,2026-01,13,
2026-01-7-3a6f1f,2026-01-06,12:36:45,의장,최강낙지,최강낙지,현안 관련 관계자 간담회,6,151000,25166.666666666668,카드,2026-01,12,
2026-01-8-5df89b,2026-01-06,19:23:00,의장,유미찌개마당,유미찌개마당,현안 관련 관계자 간담회,11,150000,13636.363636363636,카드,2026-01,19,
2026-01-9-3935fd,2026-01-06,13:37:35,부의장,1(2) 한가로이,1(2)한가로이,의회현안업무 논의에 따른 관계자 간담회,2,28500,14250,카드,2026-01,13,
2026-01-10-c5f2ba,2026-01-06,22:12:09,부의장,씨마트,씨마트,현안 관련 유관기관 관계자 간담회,4,112000,28000,카드,2026-01,22,
2026-01-11-4583f9,2026-01-06,19:30:28,운영위원장,우리돈,우리돈,현안 관련 관계자 간담회,8,370000,46250,카드,2026-01,19,
2026-01-12-91cd72,2026-01-06,12:18:35,복지건설위원장,할머니홍어집,할머니홍어집,현안 관련 관계자 간담회,6,190000,31666.666666666668,카드,2026-01,12,
2026-01-13-5ca6f1,2026-01-07,18:13:48,의장,동호일식,동호일식,민원 및 현안 관련 관계자 간담회,7,286000,40857.142857142855,카드,2026-01,18,
2026-01-14-05718b,2026-01-07,20:10:26,운영위원장,이대헌 스시,이대헌스시,민원 및 현안 관련 유관단체 관계자 간담회,7,311000,44428.57142857143,카드,2026-01,20,
2026-01-15-773b6e,2026-01-07,19:37:09,복지건설위원장,동강오리,동강오리,지역 현안 관련 유관기관 관계자 간담회,3,100000,33333.333333333336,카드,2026-01,19,
2026-01-16-5a769f,2026-01-08,19:58:11,의장,제일유통,제일유통,현안 관련 관계자 간담회,5,140000,28000,카드,2026-01,19,
2026-01-17-b8f623,2026-01-09,13:33:17,부의장,용두동복집,용두동복집,현안 관련 관계자 간담회,5,219000,43800,카드,2026-01,13,
2026-01-18-a4f368,2026-01-09,21:53:04,운영위원장,용두포구,용두포구,현안 관련 관계자 간담회,3,138000,46000,카드,2026-01,21,
2026-01-19-9a6d7b,2026-01-09,19:45:09,복지건설위원장,오리명가,오리명가,현안 관련 관계자 간담회,8,240000,30000,카드,2026-01,19,
2026-01-20-985f23,2026-01-12,12:08:30,의장,나누리 흑염소 전문,나누리흑염소전문,현안업무 추진 사무국 직원 격려 간담회,4,69400,17350,카드,2026-01,12,
2026-01-21-c4a15a,2026-01-12,19:04:45,의장,경성농장,경성농장,민원 및 현안 관련 유관단체 관계자 간담회,14,294000,21000,카드,2026-01,19,
2026-01-22-3965f4,2026-01-12,12:36:30,운영위원장,더테이블,더테이블,현안 관련 관계자 간담회,7,277500,39642.857142857145,카드,2026-01,12,
2026-01-23-5b09e1,2026-01-13,19:12:15,의장,조영환의 대양한방숯,조영환의대양한방숯,현안 관련 관계자 간담회,18,302000,16777.777777777777,카드,2026-01,19,
2026-01-24-3fa898,2026-01-13,22:50:05,부의장,또바기치킨,또바기치킨,민원 및 현안 관련 관계자 간담회,8,90000,11250,카드,2026-01,22,
2026-01-25-45ce39,2026-01-13,13:00:01,운영위원장,(주)태성푸드,(주)태성푸드,민원 및 현안 관련 유관단체 관계자 간담회,4,81000,20250,카드,2026-01,13,
2026-01-26-3da071,2026-01-13,19:14:34,운영위원장,롯데백화점(주)청량,롯데백화점(주)청량,현안 관련 관계자 간담회,5,248000,49600,카드,2026-01,19,
2026-01-27-7779e9,2026-01-13,12:44:28,복지건설위원장,최강낙지,최강낙지,현안 관련 유관기관 관계자 간담회,3,94000,31333.333333333332,카드,2026-01,12,
2026-01-28-040f55,2026-01-14,12:09:31,의장,최강낙지,최강낙지,민원 및 현안 관련 유관단체 관계자 간담회,6,108000,18000,카드,2026-01,12,
2026-01-29-eab41c,2026-01-14,18:33:37,의장,전시회제기본점,전시회제기본점,민원 및 현안 관련 관계자 간담회,8,300000,37500,카드,2026-01,18,
2026-01-30-cf827f,2026-01-14,20:36:45,부의장,씨마트,씨마트,지역현안 관련 유관기관 관계자 간담회,7,132000,18857.14285714286,카드,2026-01,20,
2026-01-31-75b394,2026-01-15,12:32:38,의장,최강낙지,최강낙지,현안 관련 관계자 간담회,5,82000,16400,카드,2026-01,12,
2026-01-32-bd2076,2026-01-15,20:17:26,의장,해다원해물찜,해다원해물찜,민원 및 현안 관련 관계자 간담회,7,90000,12857.142857142857,카드,2026-01,20,
2026-01-33-10ba3c,2026-01-15,20:43:55,부의장,토담마을,토담마을,현안 관련 유관기관 관계자 간담회,13,353000,27153.846153846152,카드,2026-01,20,
2026-01-34-1fb885,2026-01-15,13:19:30,운영위원장,최강낙지,최강낙지,민원 및 현안 관련 관계자 간담회,8,259000,32375,카드,2026-01,13,
2026-01-35-7a5e0e,2026-01-15,13:10:53,행정기획위원장,이삭,이삭,민원 및 현안 관련 관계자 간담회,3,13800,4600,카드,2026-01,13,
2026-01-36-9a708d,2026-01-15,17:39:52,복지건설위원장,다옴감자탕 양평해장,다옴감자탕양평해장,민원 및 현안 관련 유관기관 관계자 간담회,9,237000,26333.333333333332,카드,2026-01,17,
2026-01-37-506f02,2026-01-16,12:54:44,의장,해뜰날,해뜰날,현안 관련 관계자 간담회,6,72000,12000,카드,2026-01,12,
2026-01-38-756ca3,2026-01-16,20:53:05,부의장,황금코다리,황금코다리,현안 관련 관계자 간담회,6,114000,19000,카드,2026-01,20,
2026-01-39-408194,2026-01-16,21:00:15,부의장,빈칸(BEAN KHAN),빈칸(BEANKHAN),의회 현안 관련 관계자 간담회,6,27000,4500,카드,2026-01,21,
2026-01-40-7d97b0,2026-01-16,12:41:57,운영위원장,(주)에스푸드,(주)에스푸드,현안 관련 관계자 간담회,3,26000,8666.666666666666,카드,2026-01,12,
2026-01-41-3aa692,2026-01-16,19:29:09,운영위원장,와규스타(WAGYUSTAR),와규스타(WAGYUSTAR),지역민원 및 현안 논의에 따른 관계자 간담회,6,279000,46500,카드,2026-01,19,
2026-01-42-0ae4bb,2026-01-16,11:46:50,복지건설위원장,토성옥,토성옥,현안업무 추진 사무국 직원 격려 간담회,4,64000,16000,카드,2026-01,11,
2026-01-43-f40457,2026-01-16,18:39:23,복지건설위원장,우돈마루,우돈마루,지역 민원 관련 유관기관 관계자 간담회,4,157000,39250,카드,2026-01,18,
2026-01-44-69bbce,2026-01-20,13:24:27,의장,부뚜막흑염소,부뚜막흑염소,민원 및 현안 관련 관계자 간담회,6,136000,22666.666666666668,카드,2026-01,13,
2026-01-45-2db667,2026-01-20,13:34:26,의장,이디야커피 장한평군,이디야커피장한평군,민원 및 현안 관련 관계자 간담회,2,7700,3850,카드,2026-01,13,
2026-01-46-567b5f,2026-01-20,19:38:41,의장,한옥정,한옥정,민원 및 현안 관련 유관단체 관계자 간담회,7,210000,30000,카드,2026-01,19,
2026-01-47-98afd0,2026-01-20,20:02:58,운영위원장,구이선생,구이선생,민원 및 현안 관련 유관단체 관계자 간담회,7,284000,40571.42857142857,카드,2026-01,20,
2026-01-48-378392,2026-01-21,22:21:10,운영위원장,㈜피크트리,㈜피크트리,지역민원 및 현안 논의에 따른 관계자 간담회,5,225400,45080,카드,2026-01,22,
2026-01-49-cf1413,2026-01-21,12:48:41,복지건설위원장,최강낙지,최강낙지,의회현안업무 논의에 따른 관계자 간담회,5,162000,32400,카드,2026-01,12,
2026-01-50-f9d109,2026-01-22,12:45:45,의장,우리식당,우리식당,현안업무 추진 사무국 직원 격려 간담회,4,42000,10500,카드,2026-01,12,
2026-01-51-950565,2026-01-22,18:59:37,의장,장수식당,장수식당,민원 및 현안 관련 관계자 간담회,7,120000,17142.85714285714,카드,2026-01,18,
2026-01-52-8a44e3,2026-01-22,12:33:07,부의장,광주회관,광주회관,민원 및 현안 관련 관계자 간담회,8,188000,23500,카드,2026-01,12,
2026-01-53-f3bd07,2026-01-23,12:53:47,의장,청마루 한우,청마루한우,현안 관련 관계자 간담회,5,74000,14800,카드,2026-01,12,
2026-01-54-b16a1b,2026-01-23,19:20:00,의장,다올낙지,다올낙지,민원 및 현안 관련 관계자 간담회,5,77000,15400,카드,2026-01,19,
2026-01-55-3d0419,2026-01-23,12:12:15,부의장,황금코다리,황금코다리,현안관련 유관기관 관계자 간담회,4,65000,16250,카드,2026-01,12,
2026-01-56-081671,2026-01-23,19:01:15,운영위원장,다퍼줘,다퍼줘,현안 관련 유관단체 관계자 간담회,7,336000,48000,카드,2026-01,19,
2026-01-57-619885,2026-01-26,12:23:14,의장,제주은희네해장국,제주은희네해장국,현안업무 추진 사무국 직원 격려 간담회,4,50000,12500,카드,2026-01,12,
2026-01-58-860de8,2026-01-26,13:47:05,부의장,수제왕갈비,수제왕갈비,지역 민원 사항 관련 관계자 간담회,7,209000,29857.14285714286,카드,2026-01,13,
2026-01-59-61888f,2026-01-26,16:49:16,운영위원장,이디야커피 용두동점,이디야커피용두동점,현안업무 추진 사무국 직원 격려 간담회,3,6400,2133.3333333333335,카드,2026-01,16,
2026-01-60-4d7147,2026-01-26,20:04:51,운영위원장,부산횟집,부산횟집,현안 관련 관계자 간담회,3,110000,36666.666666666664,카드,2026-01,20,
2026-01-61-b9a305,2026-01-26,21:00:44,행정기획위원장,주문진,주문진,지역 현안 관련 관계자 간단회,16,480000,30000,카드,2026-01,21,
2026-01-62-257e2a,2026-01-27,18:44:39,의장,부산횟집,부산횟집,현안 관련 관계자 간담회,9,300000,33333.333333333336,카드,2026-01,18,
2026-01-63-7eb4a6,2026-01-27,20:50:42,부의장,씨마트,씨마트,지역현안 관련 관계자 간담회,4,91000,22750,카드,2026-01,20,
2026-01-64-616574,2026-01-27,20:27:11,운영위원장,(주)고깃집공간,(주)고깃집공간,의회현안업무 논의에 따른 관계자 간담회,6,233000,38833.333333333336,카드,2026-01,20,
2026-01-65-e878d6,2026-01-27,13:26:13,행정기획위원장,메가MGC커피 용두동,메가MGC커피용두동,현안 관련 관계자 간담회,2,3400,1700,카드,2026-01,13,
2026-01-66-b4c306,2026-01-28,19:08:23,의장,쿠우쿠우,쿠우쿠우,민원 및 현안 관련 유관단체 관계자 간담회,6,194500,32416.666666666668,카드,2026-01,19,
2026-01-67-90fe13,2026-01-28,12:43:21,부의장,풍천숯불장어세상,풍천숯불장어세상,의회 현안사항 관계자 간담회,8,369000,46125,카드,2026-01,12,
2026-01-68-2f2b55,2026-01-28,21:35:13,운영위원장,참치본가,참치본가,민원 및 현안 관련 관계자 간담회,5,200000,40000,카드,2026-01,21,
2026-01-69-f30165,2026-01-30,20:09:40,부의장,돼지왕,돼지왕,제349회임시회관련 의회현안 논의관계자간담회,7,264000,37714.28571428572,카드,2026-01,20,
2026-02-1-aabb0c,2026-02-03,22:12:26,부의장,(주)미진미트 미진축,(주)미진미트미진축,제349회 임시회 관련 의회현안업무 논의 간담회,8,225300,28162.5,카드,2026-02,22,
2026-02-2-921f7a,2026-02-04,20:38:46,운영위원장,참치본가,참치본가,의회현안업무 논의에 따른 관계자 간담회,4,134000,33500,카드,2026-02,20,
2026-02-3-2030ed,2026-02-05,18:35:54,의장,조영환의 대양한방숯,조영환의대양한방숯,민원 및 현안 관련 유관단체 관계자 간담회,9,310000,34444.444444444445,카드,2026-02,18,
2026-02-4-d34b6d,2026-02-05,14:23:06,부의장,토담마을,토담마을,의회현안업무 논의에 따른 관계자 간담회,12,224000,18666.666666666668,카드,2026-02,14,
2026-02-5-c0d7d4,2026-02-05,20:55:25,부의장,꼬기9.2,꼬기9.2,지역 현안사항 업무추진에 따른 관계자 간담회,13,299000,23000,카드,2026-02,20,
2026-02-6-28411b,2026-02-05,17:58:47,복지건설위원장,춘천닭갈비,춘천닭갈비,현안 관련 관계자 간담회,3,79000,26333.333333333332,카드,2026-02,17,
2026-02-7-56de2d,2026-02-06,17:44:44,의장,수영상회,수영상회,설명절 사무국 직원격려 물품 구매,13,420000,32307.69230769231,카드,2026-02,17,
2026-02-8-dab23c,2026-02-06,19:51:50,의장,대가숯불갈비,대가숯불갈비,지역민원 및 현안 논의에 따른 관계자 간담회,6,160000,26666.666666666668,카드,2026-02,19,
2026-02-9-a67a76,2026-02-06,19:16:35,운영위원장,롯데백화점(주)청량,롯데백화점(주)청량,현안 관련 관계자 간담회,8,357000,44625,카드,2026-02,19,
2026-02-10-71d6d5,2026-02-09,10:27:20,의장,면목과일,면목과일,설명절 사무국 직원격려 물품 구매,13,420000,32307.69230769231,카드,2026-02,10,
2026-02-11-feec5a,2026-02-09,19:09:30,의장,남원,남원,민원 및 현안 관련 유관단체 관계자 간담회,8,170000,21250,카드,2026-02,19,
2026-02-12-4a1dc4,2026-02-09,12:11:30,부의장,해송,해송,지역현안 관련 관계자 간담회,5,109000,21800,카드,2026-02,12,
2026-02-13-39ffb9,2026-02-09,20:16:43,부의장,부산횟집,부산횟집,지역현안 유관기관 관계자 간담회,8,372000,46500,카드,2026-02,20,
2026-02-14-7f730b,2026-02-09,12:06:03,복지건설위원장,만선애꿈,만선애꿈,현안업무 추진 사무국 직원 격려 간담회,3,58000,19333.333333333332,카드,2026-02,12,
2026-02-15-8b7e77,2026-02-09,19:12:00,복지건설위원장,동강오리,동강오리,지역민원 관련 유관단체 관계자 간담회,4,109000,27250,카드,2026-02,19,
2026-02-16-9265e6,2026-02-10,12:19:35,의장,최강낙지,최강낙지,현안 관련 유관단체 관계자 간담회,5,82000,16400,카드,2026-02,12,
2026-02-17-1a9d3b,2026-02-10,12:35:07,의장,카페 브룩,카페브룩,현안 관련 유관단체 관계자 간담회,5,16300,3260,카드,2026-02,12,
2026-02-18-a9eff2,2026-02-10,13:30:09,의장,여기한과,여기한과,설명절 사무국 직원격려 물품 구매,7,310000,44285.71428571428,카드,2026-02,13,
2026-02-19-0186bf,2026-02-10,20:04:22,의장,조영환의 대양한방숯,조영환의대양한방숯,지역민원 및 현안 논의에 따른 관계자 간담회,13,320000,24615.384615384617,카드,2026-02,20,
2026-02-20-f8fe3d,2026-02-10,19:54:09,운영위원장,허브영양족발,허브영양족발,현안 관련 유관단체 관계자 간담회,3,76000,25333.333333333332,카드,2026-02,19,
2026-02-21-0c9133,2026-02-10,12:58:55,행정기획위원장,우정김밥분식,우정김밥분식,현안 관련 관계자 간담회,3,22000,7333.333333333333,카드,2026-02,12,
2026-02-22-b72916,2026-02-10,13:37:41,복지건설위원장,엄마네 명품 한우,엄마네명품한우,민원 및 현안 관련 관계자 간담회,7,256000,36571.42857142857,카드,2026-02,13,
2026-02-23-3d5cac,2026-02-11,12:09:01,의장,남원,남원,현안 관련 관계자 간담회,6,100000,16666.666666666668,카드,2026-02,12,
2026-02-24-0e47fa,2026-02-11,13:05:58,운영위원장,가도,가도,지역현안 논의에 따른 관계자 간담회,6,247000,41166.666666666664,카드,2026-02,13,
2026-02-25-4c51f3,2026-02-11,18:28:40,행정기획위원장,가마치통닭 장안휘경,가마치통닭장안휘경,지역민원 논의에 따른 관계자 간담회,3,32000,10666.666666666666,카드,2026-02,18,
2026-02-26-04b7ec,2026-02-11,12:27:52,복지건설위원장,장수식당,장수식당,현안 관련 유관기관 관계자 간담회,3,66000,22000,카드,2026-02,12,
2026-02-27-ce3ce8,2026-02-12,11:35:31,의장,수영상회,수영상회,설명절 사무국 직원격려 물품 구매,2,42000,21000,카드,2026-02,11,
2026-02-28-22192c,2026-02-12,12:44:56,의장,소문난집,소문난집,현안업무 추진 사무국 직원 격려 간담회,3,30000,10000,카드,2026-02,12,
2026-02-29-a5ffb2,2026-02-12,13:46:59,의장,여기한과,여기한과,설명절 사무국 직원격려 물품 구매,5,250000,50000,카드,2026-02,13,
2026-02-30-51860b,2026-02-12,19:36:08,의장,봉화골생고기,봉화골생고기,현안 관련 관계자 간담회,6,210000,35000,카드,2026-02,19,
2026-02-31-132e79,2026-02-12,12:28:40,운영위원장,동강오리,동강오리,민원 및 현안 관련 유관단체 관계자 간담회,7,250000,35714.28571428572,카드,2026-02,12,
2026-02-32-961b5f,2026-02-12,18:51:56,복지건설위원장,원성집,원성집,지역민원 및 현안 논의에 따른 관계자 간담회,3,65000,21666.666666666668,카드,2026-02,18,
2026-02-33-efa05d,2026-02-13,16:49:36,의장,(주)태성푸드,(주)태성푸드,민원 및 현안 관련 유관단체 관계자 간담회,7,120000,17142.85714285714,카드,2026-02,16,
2026-02-34-b9c7a2,2026-02-13,20:29:48,복지건설위원장,동강오리,동강오리,민원 관련 유관기관 관계자 간담회,6,154000,25666.666666666668,카드,2026-02,20,
2026-02-35-019762,2026-02-19,20:05:32,의장,미스사이공 장안점,미스사이공장안점,지역민원 및 현안 논의에 따른 관계자 간담회,8,112000,14000,카드,2026-02,20,
2026-02-36-01e563,2026-02-19,19:03:13,운영위원장,할머니홍어집,할머니홍어집,현안 관련 관계자 간담회,8,254000,31750,카드,2026-02,19,
2026-02-37-51677e,2026-02-19,13:14:14,복지건설위원장,마포갈비,마포갈비,지역민원 및 현안 논의에 따른 관계자 간담회,5,142000,28400,카드,2026-02,13,
2026-02-38-219ca9,2026-02-19,20:38:13,복지건설위원장,장어세상,장어세상,현안 관련 유관단체 관계자 간담회,4,153000,38250,카드,2026-02,20,
2026-02-39-629a4f,2026-02-20,19:31:53,의장,우마루(중화점),우마루(중화점),현안 관련 관계자 간담회,5,73000,14600,카드,2026-02,19,
2026-02-40-e11327,2026-02-20,13:13:19,운영위원장,홍가네,홍가네,현안 관련 유관기관 관계자 간담회,4,180000,45000,카드,2026-02,13,
2026-02-41-f60275,2026-02-20,20:03:54,운영위원장,용두동복집,용두동복집,현안 관련 관계자 간담회,4,239000,59750,카드,2026-02,20,
2026-02-42-6e7c59,2026-02-25,19:44:37,복지건설위원장,동강오리,동강오리,현안업무 추진 사무국 직원 격려 간담회,4,139000,34750,카드,2026-02,19,
2026-02-43-a05fb8,2026-02-26,13:22:16,운영위원장,알리고,알리고,의회현안업무 논의에 따른 관계자 간담회,2,23000,11500,카드,2026-02,13,
2026-02-44-4698b3,2026-02-26,13:40:40,행정기획위원장,흑선,흑선,현안 관련 관계자 간담회,6,152600,25433.333333333332,카드,2026-02,13,
2026-02-45-d6d152,2026-02-27,21:55:37,의장,사조회참치장한평점,사조회참치장한평점,현안 관련 유관단체 관계자 간담회,3,80000,26666.666666666668,카드,2026-02,21,
2026-02-46-c19706,2026-02-27,12:58:20,부의장,풍천숯불장어세상,풍천숯불장어세상,지역민원사항 관련 관계자 간담회,10,268000,26800,카드,2026-02,12,
2026-02-47-6ef416,2026-02-27,10:34:51,운영위원장,산촌쌈밥,산촌쌈밥,민원 및 현안 관련 유관기관 관계자 간담회,6,285000,47500,카드,2026-02,10,
2026-02-48-4136b1,2026-02-27,21:08:28,운영위원장,용두동쭈꾸미,용두동쭈꾸미,지역현안 관련 관계자 간담회,5,171000,34200,카드,2026-02,21,
